key,en,en_US,en_CA,es,es_419,es_ES,es_SV,es_EC,fr,fr_CA,fr_FR,pt,ru,de,sv,da,fi,no,fo,hu,ro,pl,hy,he,ar,el,ja,zh_HANT,et,ia,,
JuryNotification.CallTechnicalController,Technical Controller is called to Jury table,,,El controlador técnico es llamado a la mesa del jurado,,El controlador técnico es llamado a la mesa del jurado,El controlador técnico es llamado a la mesa del jurado,El controlador técnico es llamado a la mesa del jurado,Le contrôleur technique est demandé à la table du jury,,,Controlador Técnico é chamado à mesa Júri,Жюри вызывает технического контролера,Technischer Kontrolleur wird an den Jury-Tisch gerufen,Tekniska kontrollanten kallas till Jurybordet.,Technical Controller kaldt til Juryen,Tekninen tarkastaja on kutsuttu Jury-pöydälle,Teknisk kontrollør kalles til jurybordet,Technical Controller is called to Jury table,A technikai ellenőrt a zsűri asztalához hívják,Controlorul tehnic este chemat la masa juriului,Technical Controller is called to Jury table,ԺՅՈւՐԻՆ ԿԱՆՉՈւՄ Է ՏԵԽՆԻԿԱԿԱՆ ՀՍԿԻՉԻՆ,בקר טכני נקרא לשולחן ועדת השופטים,تم استدعاء المراقب الفني إلى طاولة الهيئة التحكيمية,Ο Τεχνικός Ελεγκτής καλείται στο τραπέζι της κριτικής επιτροπής,テクニカルコントローラーをジュリー席に呼び出し,技術管制員被召喚至審判桌,Tehniline kontroller kutsutakse žürii laua taha,642,,Technical Controller is called to Jury table
JuryNotification.GoodLift,{0}: Good Lift for {1} on attempt #{2},,,{0}: levantamiento válido para {1} en el intento n. ° {2},,{0}: buen incremento para {1} en el intento n. ° {2},{0}: buen incremento para {1} en el intento n. ° {2},{0}: levantamiento válido para {1} en el intento n. ° {2},"{0}: Lever accepté pour {1}, essai #{1}",,,{0}: Movimento Válido para {1} na Tentativa #{2},{0}: Подъем засчитан для {1} попытка №{2},{0}: Gültig für {1} auf Versuch #{2},{0}: Godkänt lyft för {1} i försök #{2},{0}: Løft godkendt for {1} i forsøg nr {2},{0}: Hyväksytty nosto {1} yritys #{2},{0}: Godkjent løft for {1} ved forsøk #{2},{0}: Good Lift for {1} on attempt #{2},{0}: Sikeres gyakorlat az {1} kísérlet # {2},{0}: Încercare reușită pentru {1} Încercare #{2},{0}: Good Lift for {1} on attempt #{2},{0}: {1}ի №{2} մոտեցումը հաշվվում է,{0}: ניסיון מוצלח עבור {1} בניסיון #{2},رفع مقبول لـ {1} في المحاولة رقم {2},{0}: Καλή ανύψωση για {1} στην προσπάθεια #{2},{0}: {1} の第 #{2}試技は「成功」です,{0}：{1} 第 #{2} 試舉「成功」,{0}: {1} katse #{2} loeb!,643,,{0}: Good Lift for {1} on attempt #{2}
JuryNotification.BadLift,{0}: No Lift for {1} on attempt #{2},,,{0}: levantamiento nulo para {1} en el intento n.º {2},,{0}: sin aumento para {1} en el intento n.º {2},{0}: sin aumento para {1} en el intento n.º {2},{0}: levantamiento nulo para {1} en el intento n.º {2},"{0}: Lever refusé pour {1}, essai #{1}",,,{0}: Movimento Inválido para {1} na Tentativa nº {2},{0}: Подъем не засчитан для {1} попытка №{2},{0}: Ungültig für {1} auf Versuch #{2},{0}: Icke godkänt lyft {1} i försök #{2},{0}: Løft underkendt for {1} i forsøg nr {2},{0}: Hylätty nosto {1} yritys #{2},{0}: Ingen løft for {1} ved forsøk #{2},{0}: No Lift for {1} on attempt #{2},{0}: Sikertelen gyakorlat az {1} kísérlet # {2},{0}: Încercare nereușită pentru {1} Încercare #{2},{0}: No Lift for {1} on attempt #{2},{0}: {1}ի №{2} մոտեցումը չի հաշվվում,{0}: ניסיון לא מוצלח עבור {1} בניסיון #{2},رفع مرفوض لـ {1} في المحاولة رقم {2},{0}: Χωρίς ανύψωση για {1} στην προსπάθεια #{2},{0}: {1} の第 #{2}試技は「失敗」です,{0}：{1} 第 #{2} 試舉「失敗」,{0}: {1} katse #{2} ei loe!,644,,{0}: No Lift for {1} on attempt #{2}
JuryDialog.NoCurrentAthlete,No Decision to Review,,,No hay decisión para revisar,,No hay decisión de revisar,No hay decisión de revisar,No hay decisión para revisar,Pas de décision à réviser,,,Nenhuma Decisão para Revisar,Нет спортсмена,Keine Entscheidung zur Überprüfung,No Decision to Review,No Decision to Review,Ei päätöstä tarkistettavaksi,Ingen avgjørelse å vurdere,No Decision to Review,Nincs döntés felülvizsgálatra,Nicio decizie de revizuit,No Decision to Review,ՄԱՐԶԻԿԸ ԲԱՑԱԿԱՅՈւՄ Է,אין החלטה לבדיקה,لا توجد قرارات للمراجعة,Καμία απόφاση για επανεξέταση,審議対象の判定はありません,無審判決議,Otsus läbivaatamiseks puudub,645,,No Decision to Review
JuryDialog.ResumeCompetition,Resume Competition,,,Reanudar la competencia,,Reanudar la competición,Reanudar la competencia,Reanudar la competencia,Reprendre la compétition,,,Retomar a Competição,Продолжить соревнования,Wettkampf fortsetzen,Sätt igång tävlingen igen,Genoptag konkurrencen,Kilpailu jatkuu,Gjenoppta konkurransen,Resume Competition,Verseny folytatása,Reluați competiția,Resume Competition,ՎԵՐՍԿՍԵԼ ՄՐՆՈւՄԸ,חדש את התחרויות,استئناف المنافسة,Βιογραφικό Διαγωνισμό,試合を再開します,恢復比賽,Jätka võistlusega,646,,Resume Competition
JuryDialog.AllReferees,All,,,Todos,,Todos,Todos,Todos,Tous,,,Todos,Все судьи на помосте,Alle,All,Alle,Kaikki,Alle,All,Minden,Tot,All,ԲՈԼՈՐԸ,כולם,الكل,Ολοι,すべて,全部,Kõik,647,,All
JuryDialog.SummonRefereesLabel,Call Referee(s),,,Llamar Árbitro(s),,Llamada a los jueces,Llamar árbitro(s),Llamar Árbitro(s),Appeler arbitre(s),,,Chamar Árbitro(s),Вызов судей на помосте,Kampfrichter rufen,Kalla på domare,Kald på dommer(-e),Kutsu tuomari(-t),Tilkall dommer(e),Call Referee(s),Bíró(k) felhívása,Apelați arbitrul(i),Call Referee(s),ԿԱՆՉԵԼ ՄՐՑԱՎԱՐ(ՆԵՐ)ԻՆ,קרא לשופט/ים,استدعاء الحكم,Κλήση διαιτητή(ων),審判を呼び出す,召喚裁判,Kutsu kohtunik(ud),648,,Call Referee(s)
JuryDialog.BadLiftLabel,No Lift,,,Levantamiento NULO,,Levantamiento Nulo,Sin Levantar,Levantamiento NULO,Lever refusé,,,Movimento Inválido,Подъем не засчитан,Ungültig,Underkänt lyft,Underkendt løft,Hylätty nosto,Ikke godkjent løft,No Lift,Gyakorlat sikertelen,Încercare nereușită,NIe zaliczone,ՔԱՇԸ ՉԻ ՀԱՇՎՎՈւՄ,ניסיון לא מוצלח,رفع مرفوض,Χωρίς ανελκυστήρα,失敗,失敗,Katse ei loe,649,,No Lift
JuryDialog.GoodLiftLabel,Good Lift,,,Levantamiento VÁLIDO,,Levantamiento Válido,Buen Levantamiento,Levantamiento VÁLIDO,Lever accepté,,,Movimento Válido,Подъем засчитан,Gültig,Godkänt lyft,Godkendt løft,Hyväksytty nosto,Godkjent løft,Good Lift,Sikeres gyakorlat,Încercare reușită,Zaliczone,ՔԱՇԸ ՀԱՇՎՎՈւՄ Է,ניסיון מוצלח,رفع مقبول,Καλή ανύψωση,成功,成功,Katse loeb,650,,Good Lift
JuryDialog.AllReferees,All,,,Todos,,Todos,Todos,Todos,Tous,,,Todos,Все судьи на помосте,Alle,All,Alle,Kaikki,Alle,All,Minden,Tot,All,ԲՈԼՈՐԸ,כולם,الكل,Ολοι,すべて,全部,Kõik,647,,All
JuryDialog.SummonRefereesLabel,Call Referee(s),,,Llamar Árbitro(s),,Llamada a los jueces,Llamar árbitro(s),Llamar Árbitro(s),Appeler arbitre(s),,,Chamar Árbitro(s),Вызов судей на помосте,Kampfrichter rufen,Kalla på domare,Kald på dommer(-e),Kutsu tuomari(-t),Tilkall dommer(e),Call Referee(s),Bíró(k) felhívása,Apelați arbitrul(i),Call Referee(s),ԿԱՆՉԵԼ ՄՐՑԱՎԱՐ(ՆԵՐ)ԻՆ,קרא לשופט/ים,استدعاء الحكم,Κλήση διαιτητή(ων),審判を呼び出す,召喚裁判,Kutsu kohtunik(ud),648,,Call Referee(s)
JuryDialog.BadLiftLabel,No Lift,,,Levantamiento NULO,,Levantamiento Nulo,Sin Levantar,Levantamiento NULO,Lever refusé,,,Movimento Inválido,Подъем не засчитан,Ungültig,Underkänt lyft,Underkendt løft,Hylätty nosto,Ikke godkjent løft,No Lift,Gyakorlat sikertelen,Încercare nereușită,NIe zaliczone,ՔԱՇԸ ՉԻ ՀԱՇՎՎՈւՄ,ניסיון לא מוצלח,رفع مرفوض,Χωρίς ανελκυστήρα,失敗,失敗,Katse ei loe,649,,No Lift
JuryDialog.GoodLiftLabel,Good Lift,,,Levantamiento VÁLIDO,,Levantamiento Válido,Buen Levantamiento,Levantamiento VÁLIDO,Lever accepté,,,Movimento Válido,Подъем засчитан,Gültig,Godkänt lyft,Godkendt løft,Hyväksytty nosto,Godkjent løft,Good Lift,Sikeres gyakorlat,Încercare reușită,Zaliczone,ՔԱՇԸ ՀԱՇՎՎՈւՄ Է,ניסיון מוצלח,رفع مقبول,Καλή ανύψωση,成功,成功,Katse loeb,650,,Good Lift
JuryDialog.LoadingErrorLabel,Signal Loading Error,,,Señal de error de carga,,Señal de error de carga,Error de carga de señal,Señal de error de carga,Signaler une erreur de chargement,,,Erro de Carregamento de Sinal,Ошибка загрузки сигнала,Signalladefehler,Signal Loading Error,Signal Loading Error,Signaalin latausvirhe,Signalinnlastingsfeil,Signal Loading Error,Jelbetöltési hiba,Eroare de încărcare a semnalului,Signal Loading Error,Ազդանշանի բեռնման սխալ,אות שגיאת טעינה,إشارة خطأ التحميل,Σφάλμα φόρτωσης σήματος,装填ミスを通知,訊號裝載錯誤,Helisignaali laadimise viga,651,,Signal Loading Error
JuryDialog.LoadingError,Call Technical Controller,,,Llamar al controlador técnico,,Llamar al controlador técnico,Llame al controlador técnico,Llamar al controlador técnico,Appeler le contrôleur technique,,,Ligue para o Controlador Técnico,Вызов технического контролера,Technischen Kontrolleur rufen,Kalla på Teknisk kontrollant,Tilkald Technical Controller,Kutsu Tekninen Tarkastaja,Tilkall teknisk kontrollør,Call Technical Controller,Hívja a műszaki ellenőrt,Sunați controlorul tehnic,Call Technical Controller,Կանչել տեխնիկական հսկիչին,קרא לבקר טכני,اتصل بالمراقب الفني,Καλέστε τον Τεχνικό Ελεγκτή,テクニカルコントローラーを呼び出す,召喚技術管制員,Kutsuge tehniline kontroller,652,,Call Technical Controller
JuryDialog.CallControllerLabel,Call Technical Controller,,,Llamar al controlador técnico,,Llamar al controlador técnico,Llame al controlador técnico,Llamar al controlador técnico,Appeler le contrôleur technique,,,Ligue para o Controlador Técnico,Вызов технического контролера,Technischen Kontrolleur rufen,Kallla på Teknisk kontrollant,Tilkald Technical Controller,Kutsu Tekninen Tarkastaja,Tilkall teknisk kontrollør,Call Technical Controller,Hívja a műszaki ellenőrt,Sunați controlorul tehnic,Call Technical Controller,Կանչել տեխնիկական հսկիչին,קרא לבקר טכני,اتصل بالمراقب الفني,Καλέστε τον Τεχνικό Ελεγκτή,テクニカルコントローラーを呼び出す,召喚技術管制員,Kutsuge tehniline kontroller,653,,Call Technical Controller
JuryDialog.CallController,Call Technical Controller,,,Llamar al controlador técnico,,Llamar al controlador técnico,Llame al controlador técnico,Llamar al controlador técnico,Appeler le contrôleur technique,,,Ligue para o Controlador Técnico,Вызов технического контролера,Technischen Kontrolleur rufen,Kalla på Teknisk kontrollant,Tilkald Technical Controller,Kutsu Tekninen Tarkastaja,Tilkall teknisk kontrollør,Call Technical Controller,Hívja a műszaki ellenőrt,Sunați controlorul tehnic,Call Technical Controller,Կանչել տեխնիկական հսկիչին,קרא לבקר טכני,اتصل بالمراقب الفني,Καλέστε τον Τεχνικό Ελεγκτή,テクニカルコントローラーを呼び出す,召喚技術管制員,Kutsuge tehniline kontroller,654,,Call Technical Controller
JuryDialog.RefGoodLift,Good Lift,,,Levantamiento VÁLIDO,,Levantamiento Válido,Buen Levantamiento,Levantamiento VÁLIDO,Lever accepté,,,Movimento Válido,Подъем засчитан,Gültig,Godkänt lyft,Godkendt løft,Onnistunut nosto,Godkjent løft,Good Lift,Sikeres gyakorlat,Încercare reușită,Zaliczone,ՔԱՇԸ ՀԱՇՎՎՈւՄ Է,ניסיון מוצלח,رفع مقبول,Καλή ανύψωση,成功,成功,Katse loeb,655,,Good Lift
JuryDialog.RefBadLift,No Lift,,,Levantamiento NULO,,Levantamiento Nulo,Sin Levantar,Levantamiento NULO,Lever refusé,,,Movimento Inválido,Подъем не засчитан,Ungültig,Underkänt lyft,Underkendt løft,Hylätty nosto,Ikke godkjent løft,No Lift,Gyakorlat sikertelen,Încercare nereușită,NIe zaliczone,ՔԱՇԸ ՉԻ ՀԱՇՎՎՈւՄ,ניסיון לא מוצלח,رفع مرفوض,Χωρίς ανελκυστήρα,失敗,失敗,Katse ei loe,656,,No Lift
JuryDialog.Accept,Confirm Decision,,,Decisión confirmada,,Decisión confirmada,Confirmar decisión,Decisión confirmada,Confirmer la décision,,,Confirmar Decisão,Подтвердить решение,Entscheidung bestätigen,Bekräfta domarbeslut,Bekræft afgørelse,Vahvista päätös,Bekreft avgjørelsen,Confirm Decision,Határozat megerősítése,Confirmați decizia,Confirm Decision,Հաստատեք որոշումը,אשר החלטה,تأكيد القرار,Επιβεβαιώστε την Απόφαση,判定を確定,確認決議,Kinnita otsus,657,,Confirm Decision
JuryDialog.Reverse,Reverse Decision,,,Decisión revertida,,Decisión revocada,Decisión inversa,Decisión revertida,Renverser la décision,,,Reverter Decisão,Изменить решение,Entscheidung Rückgängig,Ändra domarbeslut,Omgør afgørelse,Käänteinen päätös,Endre dommeravgjørelse,Reverse Decision,Határozat visszavonva,Decizie revocată,Reverse Decision,Փոխել որոշումը,בטל החלטה,عكس القرار,Αντίστροφη απόφαση,判定を変更,判定取消,Pööra otsus ümber,658,,Reverse Decision
JuryDialog.NotLiftedYet,Athlete has not lifted yet.,,,El atleta aún no ha levantado.,,El atleta aún no ha levantado.,El atleta aún no ha levantado.,El atleta aún no ha levantado.,L''athlète n''a pas encore levé,,,O Atleta ainda Não Levantou.,Спортсмен еще не поднимал,Athlet hat noch keine Hebung,Lyftaren har inte lyft ännu.,Atleten har endnu ikke løftet.,Nostaja ei ole vielä nostanut.,Utøver har ikke løftet seg ennå.,Athlete has not lifted yet.,A versenyző még nem emelte fel.,Concurentul nu a ridicat încă.,Athlete has not lifted yet.,Մարզիկը դեռ չի բարձրացրել:,הספורטאי עדיין לא הרים.,لم يرفع الرياضي بعد.,Ο αθλητής δεν έχει σηκώσει ακόμα.,選手はまだ試技を行っていません,運動員尚未舉重,Sportlane pole veel tõstnud.,659,,Athlete has not lifted yet.
