key,en,hy,es,es_ES,es_SV,es_EC,fr,fr_CA,fr_FR,da,ru,uk,sv,de,pt,,xx,pl,key,en
Confirm,Confirm,Հաստատեք,Confirmar,Confirmar,,,Confirmer,,,Bekræft,Подтвердить,Підтвердити,Anpassa,Bestätige,Confirmar,,157,Confirm,Confirm,Confirm
Results.Controller,Controller,Տեխ. հսկիչ,Controlador,Controlador,,,Contrôleur,,,Kontrollant,Контролер,Контролер,Kontrollant,Kontrolleur,Controlador,,158,Controller,Results.Controller,Controller
CopyrightLicense,Copyright and License,Հեղինակային իրավունքները պաշտպանված են եւ լիցենզիաավորված,Copyright and License,Copyright y Licencia,Copyright and License,,Licence et droits d'auteur,,,Copyright and License,Авторское право и лицензия,Авторське право і ліцензія,Upphovsrättsskydd och Licens,Copyright und Lizenz,Direitos Autorais e Licença,,159,Copyright and License,CopyrightLicense,Copyright and License
DisplayType.COUNTDOWN_INFO,Countdown clock,Ժամաչափ,Reloj de Cuenta Regresiva,Reloj de Cuenta Regresiva,,,Horloge de décompte,,,Nedtællingsur,Таймер,Таймер,Nedräkningsklocka,Countdown Uhr,Relógio de Contagem Regressiva,,160,Countdown clock,DisplayType.COUNTDOWN_INFO,Countdown clock
introCountdown,Countdown to Introduction,Մարզիկների ներկայացումից առաջ  ժամաչափ,Cuenta Regresiva para la Introducción,Cuenta Regresiva para la Presentación,Cuenta Regresiva para la Introducción,Cuenta Regresiva para la Introducción,Décompte avant présentation,,,Nedtælling til præsentation,Таймер до представления спортсменов,Таймер до представлення спортсменів,Nedräkning till defilering,Countdown bis zur Vorstellung,Contagem Regressiva Para a Introdução,,161,Countdown to Introduction,introCountdown,Countdown to Introduction
BreakButton.ToStartCaption,Countdown to start / Break Timer,Մինչ մրցումների մեկնարկի ժամաչափ,Cuenta Atrás para Comenzar/ Descanso,Cuenta Atrás para Comenzar/ Descanso,,,Décompte avant début / Chrono de pause,,,Nedtælling til start / Break Timer,Таймер до начала,Таймер до початку,Nedräkning till start / Paus Timer,Countdown bis zum Start / Break Timer,Contagem Regressiva para Iniciar / Pausa,,162,Countdown to start / Break Timer,BreakButton.ToStartCaption,Countdown to start / Break Timer
CountdownType,Countdown Type,Ժամաչափի տեսակը,Tipo de Cuenta Regresiva,Tipo de Cuenta Regresiva,,,Type de décompte,,,Nedtællingstype,Тип таймера,Тип таймера,Nedräckningstyp,Countdown Typ,Tipo de Contagem Regressiva,,163,Countdown Type,CountdownType,Countdown Type
CountdownType.Title,Countdown Type,Ժամաչափի տեսակը,Tipo de cuenta regresiva,Tipo de cuenta regresiva,,,Type de décompte,,,Nedtællingstype,Тип таймера,Тип таймера,Nedräckningstyp,Countdown Typ,Tipo de Contagem Regressiva,,164,Countdown Type,CountdownType.Title,Countdown Type
Credits,Credits,Ստեղծողները,Créditos,Créditos,,,Remerciements,,,Credits,Создатели,Творці,Medverkande,Credits,Créditos,,165,Credits,Credits,Credits
CurrentAthleteTitle,Current Athlete,Կանչված մարզիկ,Atleta actual,Atleta actual,,,Athlète courant,,,Nuværende atlet,Вызванный спортсмен,Спортсмен на помості,Nuvarande lyftare,Aktueller Athlet,Atleta Atual,,166,Current Athlete,CurrentAthleteTitle,Current Athlete
ScoreboardWLeadersMouseOver,"Current Group Scoreboard plus Top 3 lifters for Category, all around.",Արդյունքների էկրան՝ խմբի առաջատարներով,"Cuadro de indicadores del grupo actual más los 3 mejores levantadores de categoría, todo.","Cuadro de indicadores del grupo actual más los 3 mejores levantadores de categoría, todo.",,,Tableau de résultats du groupe courant et Top 3 de la catégorie.,,,"Scoreboard Nuværende gruppe plus Top 3 løftere for vægtklassen, all around.",Экран результатов с лидерами потока (Б/В),Табло-протокол потоку + ТОП-3 лідерів категорії,"Scoreboard för nuvarande grupp  plus Topp 3 lyftare för viktklassen, all around.",Anzeigetafel für die aktuelle Gruppe plus die Top 3 Heber der jeweiligen Gewichtsklasse.,"Painel de avaliação do grupo atual além dos 3 principais levantadores da categoria, em todos os lugares.",,167,"Current Group Scoreboard plus Top 3 lifters for Category, all around.",ScoreboardWLeadersMouseOver,"Current Group Scoreboard plus Top 3 lifters for Category, all around."
Competition.competitionDate,Date,Ամսաթիվ,Fecha,Fecha,,,Date,,,Dato,Дата,Дата змагань,Datum,Datum,Data,,168,Data,Competition.competitionDate,Date
Decision_AF_,Decision (Athlete-Facing),Որոշումը (դեպի մարզիկ),Decisión (Mirando al Atleta),Decisión (Mirando al Atleta),,,Decision (face à l'athlète),,,Afgørelse (AV),Решение (лицом к спортсмену),Рішення (обличчям до спортсмена),Beslut (AF),Wertung (AF),Decisão (voltada para o atleta),,169,Decision (Athlete-Facing),Decision_AF_,Decision (Athlete-Facing)
STATE_DECISION_VISIBLE,decision is being shown,Որոշումը ցուցադրվում է,el veredicto se está mostrando,el veredicto se está mostrando,la decisión se muestra,la decisión se muestra,la décision est visible,,,afgørelse vises,решение отображается,рішення відображається,beslut visas,Die Entscheidung wird angezeigt,A decisão está sendo mostrada,,170,decision is being shown,STATE_DECISION_VISIBLE,decision is being shown
Results.Declaration_abbrev,decl.,Հայտ․,decl.,decl.,,,décl.,,,decl.,decl.,заяв.,decl.,abl.,decl.,,171,decl.,Results.Declaration_abbrev,decl.
Card.declaration,Declaration,Հայտարար-ված քաշ,Declaración,Declaración,,,Déclaration,,,Deklareret,Заявленный вес,Заявлена вага,Angiven,Meldung,Declaração,,172,Deklaracja,Card.declaration,Declaration
Declaration,Declaration,Հայտարարված քաշ,Declaración,Declaración,,,Déclaration,,,Deklareret,Заявленный вес,Заявлена вага,Begärt,Meldung,Declaração,,173,Declaration,Declaration,Declaration
Declaration_current_athlete_with_change,Declaration (with weight change) for current athlete<br>{0},Հայտարարված քաշը (հաշվի առնելով փոփոխությունը) ընթացիկ մարզիկի համար<br>{0},Declaración (con cambio de peso) para Atleta actual<br>{0},Declaración (con cambio de peso) para Atleta actual<br>{0},,,Déclaration (avec changement de poids) pour l''athlète courant<br>{0},,,Deklareret (inkl. øgning) for nuværende atlet<br>{0},Заявленный вес (с учетом перезаявок) для текущего спортсмена<br>{0},Заявлена вага (із врахуванням перезаявок) для поточного спортсмена<br>{0},Begärt (med vikt ändringar) för nuvarande atlet<br>{0},Meldung (mit Steigerung) für den aktuellen Athleten<br>{0},Declaração (com alteração de peso) para o atleta atual<br> {0},,174,Declaration (with weight change) for current athlete<br>{0},Declaration_current_athlete_with_change,Declaration (with weight change) for current athlete<br>{0}
Declaration_Notification,Declaration for {0}: {1},Հայտարարված քաշը {0} համար: {1} կգ,Declaración para {0}: {1},Declaración para {0}: {1},,,Déclaration pour {0}: {1},,,Ønsket vægt for {0}: {1},Заявленный вес для {0}: {1} кг,Заявлена вага для {0}: {1} кг,Begärt för {0}: {1},Meldung für {0}: {1},Declaração para {0}: {1},,175,Declaration for {0}: {1},Declaration_Notification,Declaration for {0}: {1}
Declaration_current_athlete,Declaration for current athlete<br>{0},Հայտարարված քաշը մազիկի համար<br>{0},Declaración para el Atleta actual<br>{0},Declaración para el Atleta actual<br>{0},,,Déclaration pour l''athlète courant<br>{0},,,Deklareret for nuværende atlet<br>{0},Заявленный вес для текущего спортсмена<br>{0},Заявлена вага для поточного спортсмена<br>{0},Begärt för nuvarande atlet<br>{0},Meldung für den aktuellen Athleten<br>{0},Declaração para o atleta atual <br> {0},,176,Declaration for current athlete<br>{0},Declaration_current_athlete,Declaration for current athlete<br>{0}
Division.DEFAULT,DEFAULT,Լռելյայն,DEFECTO,DEFECTO,,POR DEFECTO,Par défaut,,,DEFAULT,DEFAULT(по умолчанию),За умовчанням,DEFAULT,STANDARD,PADRÃO,,177,DEFAULT,Division.DEFAULT,DEFAULT
DefineAgeGroups,Define Age Groups and Categories,Սահմանել տարիքային խմբերը,Definir Grupos de Edades y Categorías,Definir Grupos de Edades y Categorías,,,Définir les groupes d'âge et les catégories,,,Definér Aldersgrupper,Определение возрастных групп,Вікові групи та вагові категорії,Definiera åldersgrupper och viktklasser,Definiere Altersklassen,Definir Grupos de Idades e Categorias,,178,Define Age Groups and Categories,DefineAgeGroups,Define Age Groups and Categories
DefineCategories,Define Categories,Բաժիններ,Definir Categorías,Definir Categorías,,,Définir les catégories,,,Definér Kategorier,Категории,Категорії,Definierade klasser,Definiere Gewichtsklassen,Definir Categorias,,179,Define Categories,DefineCategories,Define Categories
DefineFOP,Define Fields of Play and Sound Output,Մրցահարթակներ,Definir Tarimas y salida de audio,Definir Tarimas y salida de audio,Definir campos de juego y salida de sonido,Definir campos de juego y salida de sonido,Définir les plateaux et les sorties sonores,,,Opret platform,Помосты,Помости,Definiera fält för uppspelning och ljudutgång,Bohlen und Soundausgabe definieren,Definir Campo de Reprodução e Saída de Som,,180,Define Fields of Play and Sound Output,DefineFOP,Define Fields of Play and Sound Output
DefineGroups,Define Groups,Խմբեր,Definir Grupos,Definir Grupos,,,Définir les groupes,,,Definér grupper,Потоки,Потоки,Definierade grupper,Definiere Gruppen,Definir Grupos,,181,Define Groups,DefineGroups,Define Groups
Delete,Delete,Ջնջել,Eliminar,Eliminar,,,Détruire,,,Slet,Удалить,Видалити,Radera,Lösche,Excluir,,182,Delete,Delete,Delete
Delete_title,Delete {0},Ջնջել {0},Eliminar {0},Eliminar {0},,,Effacer {0},,,Slet {0},Удалить {0},Видалити {0},Radera {0},Lösche {0},Excluir {0},,183,Delete {0},Delete_title,Delete {0}
DeleteAthletes,Delete Athletes,Ջնջել մարզիկներին,Borrar atletas,Borrar atletas,,,Détruire athlètes,,,Slet løftere,Удалить спортсменов,Видалити спортсменів,Radera atleter,Lösche Athleten,Excluir Atletas,,184,Delete Athletes,DeleteAthletes,Delete Athletes
DeleteAthletes_forListed,Delete Athletes Currently Listed,Ջնջել թվարկված մարզիկներին,Eliminar atletas actualmente en la lista,Eliminar atletas actualmente en la lista,,,Détruire athlètes actuellement listés,,,Slet valgte atleter,Удалить перечисленных спортсменов,Видалити вказаних спортсменів,Radera listade atleter,Lösche angezeigte Athleten,Excluir Atletas Atualmente Listados,,185,Delete Athletes Currently Listed,DeleteAthletes_forListed,Delete Athletes Currently Listed
Results.DetailsPerAthlete,Details per Athlete,Մանրամասներ 1 մարզիկի մասին,Detalles por Levantador,Detalles por Levantador,Detalles por atleta,Detalles por atleta,Détails par athlète,,,Details per Athlete,Details per Athlete,Деталі на спортсмена,Details per Athlete,Details pro Athlet,Detalhes por Atleta,,186,Details per Athlete,Results.DetailsPerAthlete,Details per Athlete
Display,Display,Էկրան,Marcador,Marcador,,,Afficher,,,Display,Экран,Табло,Skärm,Bildschirm,Exibição,,187,Display,Display,Display
Competition.presentationTitle,Display and Printout,Էկրան և փաստաթղթեր,Pantalla e impresión,Pantalla e impresión,,,Affichage et impression,,,Display og Udskrivning,Экран и документация,Екран і документація,Display and Printout,Anzeige und Ausdruck,Exibição e impressão,,188,Display and Printout,Competition.presentationTitle,Display and Printout
Competition.defaultLocale,Display and printout language,Ցուցադրման եւ տպման լեզու,Mostrar e Imprimir Idioma,Mostrar e Imprimir Idioma,,,Langue d'affichage et d'impression,,,Display og printout sprog,Язык отображения и печати,Мова відображення та друку,Visa och skriv ut språk,Sprache für Anzeigen und Druckausgabe,Idioma de exibição e impressão,,189,Język wyświetlacza i wydruku,Competition.defaultLocale,Display and printout language
AgeGroupCode,Display Short Code,Ցուցադրել կարճ կոդը,Mostrar código corto,Mostrar código corto,,,Code d'affichage bref,,,Vis Short Code,Код отображения,Код відображення,Display Short Code,Funktionscode anzeigen,Exibir código curto,,190,Display Short Code,AgeGroupCode,Display Short Code
Card.ageDivision,Division,Տարիքային խ.,División de Edad,División de Edad,,,Division,,,Aldersinddelt,Возрастная кат.,Дівізіон,Division,Einteilung,Divisão,,191,Podział,Card.ageDivision,Division
Documentation_Menu,Documentation,Փաստաթղթավորում,Documentación,Documentación,,,Documentation,,,Dokumentation,Документация,Документація,Dokumentation,Dokumentation,Documentação,,192,Documentation,Documentation_Menu,Documentation
